Academic_Year,AOS_Code,Course,Stage_Code,Course_Stage,Mode_Group,Level_Group,School,Fees_Status,Gender,White_BME,Ethnicity_Group,Disability_Description,Disability_YN,Age at Start,Age,Reason_for_Leaving,Date_Left,Enrolments,Withdrawals
2017,CFDSHSOCC,FdSc Health & Social Care,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Mixed,No Disability,No,21,Young,,,1,
2017,CBSCMIDWF,BSc Midwifery,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,21,Young,,,1,
2017,CFDSHSOCC,FdSc Health & Social Care,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,18,Young,,,1,
2017,CBAASOCOD,BA Social & Community Development,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Asian or Asian British,No Disability,No,18,Young,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,19,Young,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,"A specific learning difficulty such as dyslexia, dyspraxia or AD(H)D",Yes,43,Mature,,,1,
2017,CBSCMIDWF,BSc Midwifery,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,20,Young,,,1,
2017,CBSCOCCTH,BSc Occupational Therapy,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,No Disability,No,31,Mature,,,1,
2017,CBSCLDNUR,BSc Learning Disability Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,18,Young,,,1,
2017,CBSCMHNUR,BSc Mental Health Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,23,Mature,,,1,
2017,CBSCMHNUR,BSc Mental Health Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,44,Mature,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,33,Mature,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Asian or Asian British,No Disability,No,30,Mature,,,1,
2017,CBSCMHNUR,BSc Mental Health Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,34,Mature,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,25,Mature,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,24,Mature,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,19,Young,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,23,Mature,,,1,
2017,NUR3048,"Rehabilitation, Reablement and Recovery",ENR,1,Part-time,Undergraduate,School of Health,Home/EU,Female,BME,Asian or Asian British,No Disability,No,52,Mature,,,1,
2017,MID3021,Mentorship Programme Level 6,ENR,1,Part-time,Undergraduate,School of Health,Home/EU,Male,BME,Other,No Disability,No,49,Mature,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,BME,Black or Black British,No Disability,No,30,Mature,,,1,
2017,CFDSDENNU,FdSc Dental Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Asian or Asian British,No Disability,No,22,Mature,,,1,
2017,CBSCSPEXS,BSc Sport & Exercise Science,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,BME,Black or Black British,No Disability,No,18,Young,,,1,
2017,CFDSPMSCI,FdSc Paramedic Science,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,45,Mature,,,1,
2017,CBSCMHNUR,BSc Mental Health Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,22,Mature,,,1,
2017,CBSCMIDWF,BSc Midwifery,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,23,Mature,,,1,
2017,CBSCSPEXS,BSc Sport & Exercise Science,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,No Disability,No,18,Young,,,1,
2017,NUR3048,"Rehabilitation, Reablement and Recovery",ENR,1,Part-time,Undergraduate,School of Health,Home/EU,Female,BME,Asian or Asian British,No Disability,No,40,Mature,,,1,
2017,CBSCHBIOS,BSc Human Biosciences,TRANS,1,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,No Disability,No,20,Young,,,1,
2017,CBAASOCOD,BA Social & Community Development,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Asian or Asian British,No Disability,No,19,Young,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Asian or Asian British,No Disability,No,36,Mature,,,1,
2017,CBSCMHNUR,BSc Mental Health Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,BME,Black or Black British,No Disability,No,26,Mature,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,32,Mature,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,30,Mature,,,1,
2017,CFDSHSOCC,FdSc Health & Social Care,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,"A disability, impairment or medical condition that is not listed above",Yes,18,Young,,,1,
2017,CBSCSPEXS,BSc Sport & Exercise Science,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,"A specific learning difficulty such as dyslexia, dyspraxia or AD(H)D",Yes,19,Young,,,1,
2017,CBAASPDPE,BA Sport Development & Physical Education,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,BME,Black or Black British,No Disability,No,19,Young,,,1,
2017,CBAASPDPE,BA Sport Development & Physical Education,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,19,Young,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,34,Mature,,,1,
2017,CBSCMIDWF,BSc Midwifery,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,31,Mature,,,1,
2017,CBSCMHNUR,BSc Mental Health Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,49,Mature,,,1,
2017,CBSCADNUR,BSc Adult Nursing,WITHD,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,32,Mature,Problems With Course Fees,10/28/2016,1,1
2017,CFDSHSOCC,FdSc Health & Social Care,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,19,Young,,,1,
2017,CBSCHBIOS,BSc Human Biosciences,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,No Disability,No,21,Young,,,1,
2017,CFDSDENNU,FdSc Dental Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,23,Mature,,,1,
2017,CFDSDENNU,FdSc Dental Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Asian or Asian British,No Disability,No,19,Young,,,1,
2017,CBAASOCOD,BA Social & Community Development,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,"A mental health condition, such as depression, schizophrenia or anxiety disorder",Yes,34,Mature,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,25,Mature,,,1,
2017,CBAASPDPE,BA Sport Development & Physical Education,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,No Disability,No,19,Young,,,1,
2017,CBSCSPEXS,BSc Sport & Exercise Science,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,BME,Black or Black British,A social/communication impairment such as Asperger's syndrome/other autistic spectrum disorder,Yes,19,Young,,,1,
2017,CFDSHSOCC,FdSc Health & Social Care,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Mixed,No Disability,No,18,Young,,,1,
2017,CBSCPARSC,BSc Paramedic Science,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,18,Young,,,1,
2017,CFDSPMSCI,FdSc Paramedic Science,TRANS,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,18,Young,,,1,
2017,CBSCMIDWF,BSc Midwifery,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,44,Mature,,,1,
2017,CFDSHSOCC,FdSc Health & Social Care,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,No Disability,No,20,Young,,,1,
2017,CFDSHSOCC,FdSc Health & Social Care,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,20,Young,,,1,
2017,CBSCHBIOSYZ,BSc Human Biosciences (4 Year Programme),ENR,0,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,No Disability,No,21,Young,,,1,
2017,CBSCMHNUR,BSc Mental Health Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,BME,Black or Black British,No Disability,No,34,Mature,,,1,
2017,CBSCOCCTH,BSc Occupational Therapy,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,27,Mature,,,1,
2017,CBAASOCOD,BA Social & Community Development,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,18,Young,,,1,
2017,CBAASPDPE,BA Sport Development & Physical Education,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,19,Young,,,1,
2017,CBAASPDPE,BA Sport Development & Physical Education,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,No Disability,No,18,Young,,,1,
2017,CBAASPDPE,BA Sport Development & Physical Education,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,"A specific learning difficulty such as dyslexia, dyspraxia or AD(H)D",Yes,18,Young,,,1,
2017,CBSCMIDWF,BSc Midwifery,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,27,Mature,,,1,
2017,CBAASOCWK,BA Social Work,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,22,Mature,,,1,
2017,CBSCSPEXSYZ,BSc Sport & Exercise Science (4 Year Programme),ENR,0,Full-time,Undergraduate,School of Health,Home/EU,Male,BME,Mixed,No Disability,No,20,Young,,,1,
2017,CBAASOCOD,BA Social & Community Development,ENR,3,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,Two or more impairments and/or disabling medical conditions,Yes,25,Mature,,,1,
2017,CFDSHSOCC,FdSc Health & Social Care,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,18,Young,,,1,
2017,CBAASOCWK,BA Social Work,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,18,Young,,,1,
2017,CBSCPODIA,BSc Podiatry,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,21,Young,,,1,
2017,CBSCHBIOS,BSc Human Biosciences,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,18,Young,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,18,Young,,,1,
2017,CBAASOCOD,BA Social & Community Development,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,BME,Black or Black British,No Disability,No,19,Young,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,26,Mature,,,1,
2017,CBSCOCCTH,BSc Occupational Therapy,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Asian or Asian British,"A specific learning difficulty such as dyslexia, dyspraxia or AD(H)D",Yes,21,Young,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,44,Mature,,,1,
2017,CBAASPDPE,BA Sport Development & Physical Education,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,BME,Black or Black British,No Disability,No,18,Young,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,Not Known,Not Known,"A long standing illness or health condition such as cancer, HIV, diabetes, chronic heart disease, or epilepsy",Yes,47,Mature,,,1,
2017,CBAASOCWK,BA Social Work,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Asian or Asian British,No Disability,No,18,Young,,,1,
2017,CBAASOCOD,BA Social & Community Development,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,19,Young,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,19,Young,,,1,
2017,CBAASPDPEYZ,BA Sport Development & Physical Education (4 Year Programme),ENR,0,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,18,Young,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,31,Mature,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Asian or Asian British,No Disability,No,19,Young,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,No Disability,No,20,Young,,,1,
2017,CBSCSPEXS,BSc Sport & Exercise Science,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,BME,Black or Black British,No Disability,No,18,Young,,,1,
2017,CFDSHSOCC,FdSc Health & Social Care,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,"A mental health condition, such as depression, schizophrenia or anxiety disorder",Yes,21,Young,,,1,
2017,CBSCOCCTH,BSc Occupational Therapy,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,37,Mature,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,38,Mature,,,1,
2017,CFDSHSOCC,FdSc Health & Social Care,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,22,Mature,,,1,
2017,CBSCSPEXS,BSc Sport & Exercise Science,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,BME,Black or Black British,No Disability,No,18,Young,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,"A specific learning difficulty such as dyslexia, dyspraxia or AD(H)D",Yes,24,Mature,,,1,
2017,CFDSHSOCC,FdSc Health & Social Care,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,39,Mature,,,1,
2017,CBSCMHNUR,BSc Mental Health Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,43,Mature,,,1,
2017,CBSCSPEXS,BSc Sport & Exercise Science,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,BME,Black or Black British,No Disability,No,19,Young,,,1,
2017,CBSCMHNUR,BSc Mental Health Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,BME,Black or Black British,No Disability,No,40,Mature,,,1,
2017,CBAASPDPEYZ,BA Sport Development & Physical Education (4 Year Programme),ENR,0,Full-time,Undergraduate,School of Health,Home/EU,Male,BME,Mixed,No Disability,No,19,Young,,,1,
2017,CFDSHSOCC,FdSc Health & Social Care,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,18,Young,,,1,
2017,CBSCSPEXS,BSc Sport & Exercise Science,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,BME,Black or Black British,No Disability,No,20,Young,,,1,
2017,CFDSHSOCC,FdSc Health & Social Care,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,18,Young,,,1,
2017,CBSCMIDWF,BSc Midwifery,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,18,Young,,,1,
2017,CBSCSPEXSYZ,BSc Sport & Exercise Science (4 Year Programme),ENR,0,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,No Disability,No,19,Young,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Other,No Disability,No,42,Mature,,,1,
2017,CBAASOCWK,BA Social Work,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,35,Mature,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,30,Mature,,,1,
2017,CFDSHSOCC,FdSc Health & Social Care,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,20,Young,,,1,
2017,CBAASPDPE,BA Sport Development & Physical Education,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,No Disability,No,19,Young,,,1,
2017,CFDSPMSCI,FdSc Paramedic Science,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,"A specific learning difficulty such as dyslexia, dyspraxia or AD(H)D",Yes,22,Mature,,,1,
2017,CBAASOCWK,BA Social Work,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,"A specific learning difficulty such as dyslexia, dyspraxia or AD(H)D",Yes,27,Mature,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,39,Mature,,,1,
2017,CBSCMHNUR,BSc Mental Health Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,BME,Black or Black British,No Disability,No,37,Mature,,,1,
2017,CBAASOCWK,BA Social Work,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,"A specific learning difficulty such as dyslexia, dyspraxia or AD(H)D",Yes,33,Mature,,,1,
2017,CBSCSPEXS,BSc Sport & Exercise Science,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,BME,Black or Black British,"A specific learning difficulty such as dyslexia, dyspraxia or AD(H)D",Yes,21,Young,,,1,
2017,CBSCCHNUR,BSc Children's Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,19,Young,,,1,
2017,CBSCHBIOS,BSc Human Biosciences,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,"A long standing illness or health condition such as cancer, HIV, diabetes, chronic heart disease, or epilepsy",Yes,19,Young,,,1,
2017,CBSCPODIA,BSc Podiatry,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,"A specific learning difficulty such as dyslexia, dyspraxia or AD(H)D",Yes,29,Mature,,,1,
2017,CBAASOCWK,BA Social Work,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,18,Young,,,1,
2017,CFDSDENNU,FdSc Dental Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Asian or Asian British,No Disability,No,22,Mature,,,1,
2017,CBSCSPEXS,BSc Sport & Exercise Science,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,BME,Black or Black British,No Disability,No,19,Young,,,1,
2017,CBSCSPEXS,BSc Sport & Exercise Science,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,No Disability,No,19,Young,,,1,
2017,CBAASPDPE,BA Sport Development & Physical Education,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,BME,Black or Black British,No Disability,No,19,Young,,,1,
2017,CBSCOCCTH,BSc Occupational Therapy,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,22,Mature,,,1,
2017,CFDSPMSCI,FdSc Paramedic Science,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,No Disability,No,20,Young,,,1,
2017,CBSCMHNUR,BSc Mental Health Nursing,WITHD,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,"A mental health condition, such as depression, schizophrenia or anxiety disorder",Yes,24,Mature,Reason Unknown (Form Not Completed),9-Nov,1,1
2017,CBSCHBIOSYZ,BSc Human Biosciences (4 Year Programme),ENR,0,Full-time,Undergraduate,School of Health,Home/EU,Female,Not Known,Not Known,No Disability,No,25,Mature,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,Not Known,Not Known,No Disability,No,26,Mature,,,1,
2017,MID3021,Mentorship Programme Level 6,ENR,1,Part-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,23,Mature,,,1,
2017,CBSCSPEXS,BSc Sport & Exercise Science,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,No Disability,No,19,Young,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,21,Young,,,1,
2017,CBSCSPEXSYZ,BSc Sport & Exercise Science (4 Year Programme),ENR,0,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,No Disability,No,18,Young,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,46,Mature,,,1,
2017,CFDSHSOCC,FdSc Health & Social Care,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,No Disability,No,20,Young,,,1,
2017,CFDSHSOCC,FdSc Health & Social Care,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,20,Young,,,1,
2017,CBAASOCWK,BA Social Work,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,29,Mature,,,1,
2017,CFDSHSOCC,FdSc Health & Social Care,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,19,Young,,,1,
2017,CBAASPDPEYZ,BA Sport Development & Physical Education (4 Year Programme),ENR,0,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,No Disability,No,19,Young,,,1,
2017,CFDSHSOCC,FdSc Health & Social Care,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,"A specific learning difficulty such as dyslexia, dyspraxia or AD(H)D",Yes,18,Young,,,1,
2017,CBSCSPEXS,BSc Sport & Exercise Science,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,BME,Black or Black British,No Disability,No,18,Young,,,1,
2017,CBSCPODIA,BSc Podiatry,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,26,Mature,,,1,
2017,CBAASPDPE,BA Sport Development & Physical Education,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,18,Young,,,1,
2017,CBSCPODIA,BSc Podiatry,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,"A long standing illness or health condition such as cancer, HIV, diabetes, chronic heart disease, or epilepsy",Yes,38,Mature,,,1,
2017,CBSCOCCTH,BSc Occupational Therapy,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,25,Mature,,,1,
2017,CBAASPDPE,BA Sport Development & Physical Education,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,No Disability,No,18,Young,,,1,
2017,CBAASPDPEYZ,BA Sport Development & Physical Education (4 Year Programme),ENR,0,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,"A specific learning difficulty such as dyslexia, dyspraxia or AD(H)D",Yes,21,Young,,,1,
2017,CBSCCHNUR,BSc Children's Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,23,Mature,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,Not Known,Not Known,No Disability,No,55,Mature,,,1,
2017,CBSCOCCTH,BSc Occupational Therapy,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,32,Mature,,,1,
2017,CBAASPDPEYZ,BA Sport Development & Physical Education (4 Year Programme),ENR,0,Full-time,Undergraduate,School of Health,Home/EU,Male,BME,Black or Black British,No Disability,No,19,Young,,,1,
2017,CBAASOCWK,BA Social Work,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Mixed,No Disability,No,22,Mature,,,1,
2017,CBAASOCOD,BA Social & Community Development,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Asian or Asian British,No Disability,No,18,Young,,,1,
2017,CBSCSPEXSYZ,BSc Sport & Exercise Science (4 Year Programme),ENR,0,Full-time,Undergraduate,School of Health,Home/EU,Male,White,White,No Disability,No,21,Young,,,1,
2017,CFDSPMSCI,FdSc Paramedic Science,ICAL,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,39,Mature,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,19,Young,,,1,
2017,CBSCOCCTH,BSc Occupational Therapy,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,22,Mature,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Mixed,No Disability,No,25,Mature,,,1,
2017,CBAASOCOD,BA Social & Community Development,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,18,Young,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,25,Mature,,,1,
2017,CBSCOCCTH,BSc Occupational Therapy,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,White,White,No Disability,No,31,Mature,,,1,
2017,CBSCADNUR,BSc Adult Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Asian or Asian British,No Disability,No,37,Mature,,,1,
2017,CFDSDENNU,FdSc Dental Nursing,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,19,Young,,,1,
2017,CBAASOCOD,BA Social & Community Development,ENR,1,Full-time,Undergraduate,School of Health,Home/EU,Female,BME,Black or Black British,No Disability,No,19,Young,,,1,
2017,CBAASPDPEYZ,BA Sport Development & Physical Education (4 Year Programme),ENR,0,Full-time,Undergraduate,School of Health,Home/EU,Male,BME,Black or Black British,No Disability,No,20,Young,,,1,
